student_id,focus_index,burnout_level,productivity_score,exam_score
1674,18.28,55.85,19.46,1.0
261,14.12,27.91,10.26,14.36
4418,31.61,34.44,7.52,1.0
2040,21.38,62.68,34.42,19.54
902,37.59,61.12,53.25,21.8
3745,22.6,35.59,29.19,20.11
2027,15.03,44.63,1.0,1.0
1918,32.59,65.92,35.47,23.03
1829,27.0,56.06,19.63,8.36
1574,28.93,36.09,44.64,25.29
4395,14.22,56.33,10.18,2.14
4209,26.32,20.25,33.06,18.55
225,8.28,48.63,12.2,1.0
724,51.43,30.56,64.4,35.47
4486,30.09,66.71,31.82,15.95
1142,37.53,54.25,45.83,33.61
2763,24.43,39.34,28.18,15.93
847,39.02,67.7,53.53,29.14
2552,26.39,48.09,23.78,6.92
2929,31.99,47.31,28.77,14.63
118,40.11,37.25,56.41,41.83
646,15.03,64.46,23.89,1.78
4,22.31,77.31,20.92,9.37
4171,21.04,63.71,15.36,6.07
468,21.86,62.68,26.72,16.63
6,30.52,33.64,36.2,18.53
920,32.82,54.31,53.42,18.54
2596,29.51,36.39,50.38,29.92
1064,42.24,37.41,57.52,31.98
2591,29.88,65.59,51.54,17.1
243,17.61,59.68,20.68,3.12
1161,39.62,47.07,36.34,21.37
2871,46.07,36.11,69.06,46.28
3736,22.27,46.46,35.12,8.59
2398,46.21,52.31,62.89,35.63
3518,12.01,41.23,8.98,5.83
3422,27.58,49.77,25.87,16.67
2564,37.69,29.57,75.13,45.25
1606,31.53,26.42,62.95,36.74
4829,38.84,31.66,49.48,35.97
2325,24.15,49.32,49.54,25.41
2710,26.97,48.71,35.96,19.25
4399,17.97,29.9,22.51,13.8
1313,18.08,38.41,35.38,27.45
3449,19.42,55.53,15.83,2.91
3813,17.88,34.0,32.44,12.9
4656,45.61,65.03,60.42,28.94
2363,34.55,38.12,56.41,35.35
1976,39.96,40.47,52.73,23.88
3515,21.71,25.48,47.59,27.74
1762,27.49,18.15,45.84,26.86
2740,34.05,54.63,51.36,20.59
4845,26.81,36.36,34.9,10.36
2473,31.3,63.14,37.62,17.55
4008,26.17,51.89,22.76,6.34
1494,20.09,58.34,21.85,2.27
4207,55.02,67.92,64.09,40.4
2159,14.33,57.61,11.85,1.0
1170,34.02,26.26,55.4,37.67
4517,12.08,64.52,6.78,1.0
233,47.32,28.69,48.91,37.04
67,42.24,66.5,46.57,18.01
1604,41.15,67.06,50.25,28.91
3284,32.97,53.49,22.58,12.87
3597,46.57,29.21,54.55,35.18
126,24.86,70.76,39.76,8.35
1297,31.11,32.12,47.81,24.68
1977,32.8,41.15,37.21,30.69
4518,31.81,63.92,20.28,17.42
4482,51.57,13.69,88.61,54.97
2076,22.41,37.22,22.87,1.94
3087,29.34,50.92,14.99,6.23
4346,33.74,45.81,53.17,30.36
3346,14.86,23.89,13.03,11.35
4465,23.64,40.69,24.67,15.18
2798,13.48,69.41,5.01,1.0
919,26.74,69.1,35.59,8.2
1647,44.24,4.01,64.27,52.79
365,33.66,39.51,38.1,24.32
3288,15.4,78.85,1.0,1.0
2126,12.92,37.76,12.25,8.11
4124,17.84,44.15,11.08,1.0
526,43.38,61.91,51.77,25.17
56,31.6,66.0,15.84,5.76
639,39.11,43.61,62.26,37.12
303,28.2,24.22,47.45,30.19
2767,38.74,67.03,60.81,34.08
1277,40.42,24.98,65.03,43.59
2056,27.88,43.62,37.42,18.41
3645,25.33,43.5,21.01,9.0
4144,25.36,43.28,26.86,10.79
2879,21.41,36.41,23.22,10.95
4203,34.22,60.13,45.27,22.51
2287,40.98,30.17,41.94,30.86
2262,13.71,58.45,5.92,1.0
2297,33.39,60.13,26.99,12.31
1754,26.59,51.35,23.11,6.18
1969,23.33,45.6,37.86,18.34
4352,58.94,26.05,90.87,57.75
3118,22.6,68.07,15.59,1.0
2394,29.48,44.13,47.83,16.12
524,36.37,52.47,46.94,26.89
3901,47.2,40.37,42.12,26.06
3123,18.64,62.37,24.19,3.64
4157,26.17,36.32,25.8,5.31
1970,23.92,55.81,26.38,18.83
672,23.58,58.98,20.86,1.0
4189,11.73,47.9,18.26,8.56
667,13.71,61.36,6.17,1.0
4339,13.31,35.27,20.49,1.86
1888,18.98,54.17,34.56,17.46
3267,48.26,52.99,45.6,26.34
281,23.28,70.06,15.95,1.0
1720,40.42,35.67,56.06,38.04
2948,48.26,35.66,52.56,26.38
900,44.76,36.64,43.4,36.57
4851,20.86,42.4,29.35,13.93
761,26.74,38.69,45.08,23.86
1907,33.74,35.1,41.83,20.56
4043,32.5,60.78,47.8,20.18
3824,30.74,66.64,27.3,10.02
4139,17.09,52.52,11.73,1.0
3819,13.79,40.51,24.17,12.23
4301,39.19,51.82,39.34,16.34
2594,10.72,53.82,9.52,1.0
4165,29.73,13.02,55.4,32.58
3032,33.31,43.76,38.31,16.98
3580,31.33,51.18,38.33,22.23
2833,33.47,43.06,67.57,49.79
3473,36.57,44.46,61.74,34.69
138,22.68,38.24,43.51,21.08
2181,25.09,53.44,13.99,9.09
2129,33.82,35.7,45.25,27.28
3178,22.08,19.42,48.25,29.43
4368,29.66,19.36,31.89,16.3
4262,33.61,47.91,52.7,32.69
4345,40.79,31.77,36.54,26.87
1332,16.36,61.12,31.04,14.11
2018,16.84,39.94,9.0,9.87
2483,5.0,43.77,8.35,1.0
1359,19.49,50.8,24.03,6.49
1330,24.79,38.5,28.16,17.39
2151,44.04,66.0,64.31,31.02
2123,31.83,58.62,24.94,15.77
3982,31.67,41.69,33.76,15.08
1253,18.85,38.98,6.08,5.59
3279,36.61,38.49,47.63,25.27
3375,42.27,13.49,73.41,47.12
2815,29.41,64.52,47.92,25.35
1849,27.11,34.81,54.52,23.47
3038,25.67,53.45,34.12,14.98
389,33.15,21.28,44.62,20.14
236,33.06,31.33,52.57,32.86
1078,35.4,67.66,34.73,10.58
1985,32.79,61.34,41.92,20.72
4364,27.64,38.74,29.91,21.13
3963,24.27,47.2,35.12,15.11
771,33.91,77.08,33.22,14.69
2166,20.95,47.67,24.01,1.73
674,24.01,27.17,32.67,29.34
250,20.44,43.35,25.31,17.92
1575,20.77,56.84,22.77,8.28
3420,35.2,26.99,48.47,31.64
2082,21.38,30.39,40.14,25.27
1824,39.72,45.05,53.15,29.59
717,9.21,37.52,14.99,1.0
4669,41.76,18.81,50.45,28.27
2049,39.14,50.9,41.92,19.76
4179,28.35,35.56,32.37,18.35
2725,34.77,66.45,41.95,13.25
4522,29.43,20.54,19.54,22.01
1461,42.54,64.51,40.83,15.23
1669,21.62,42.18,35.82,11.82
2757,47.98,26.79,49.85,36.49
2001,41.03,47.46,57.55,28.97
405,30.24,32.56,59.45,26.08
385,39.33,44.04,46.93,25.18
4536,28.49,45.53,59.04,30.55
2153,26.8,25.35,9.66,12.81
1634,34.56,42.06,48.7,29.57
4587,30.4,60.81,25.25,8.83
3926,30.98,28.79,14.74,15.69
4159,32.57,63.55,66.37,35.55
224,27.94,17.15,51.47,27.63
2194,32.65,34.13,61.67,32.54
3137,45.2,38.83,63.78,35.75
1825,38.45,21.31,45.29,33.92
4601,42.36,44.81,53.98,38.99
798,39.75,34.11,59.49,36.54
2872,10.67,40.39,15.5,1.0
10,20.26,60.78,29.06,8.99
1945,23.8,51.4,23.79,10.9
1839,18.62,40.13,24.02,9.43
256,41.12,57.38,35.08,10.11
4509,26.73,34.48,46.68,17.48
1582,17.66,48.03,18.12,9.94
2957,34.71,23.18,48.34,26.45
925,29.55,23.67,45.09,28.06
4430,39.96,43.09,47.61,14.12
2509,34.85,80.02,54.38,20.34
3776,30.3,52.36,31.25,12.17
4137,36.0,20.62,59.94,37.16
2780,20.25,32.31,22.05,10.94
540,31.43,42.57,29.83,24.76
2746,42.99,57.64,52.56,30.62
4499,19.75,23.66,35.73,17.92
4572,36.52,40.18,48.43,24.36
1146,28.2,42.92,33.55,18.21
668,23.74,26.96,47.83,29.23
3020,38.84,52.41,39.89,20.07
358,20.06,63.16,1.0,1.0
2832,42.98,48.15,55.84,39.42
2784,26.81,64.71,34.18,11.43
1354,31.69,34.36,55.91,28.75
471,13.05,31.22,23.69,10.64
2704,33.19,59.63,58.11,23.28
3331,32.22,42.51,26.3,15.53
3638,26.02,56.94,27.84,14.83
1397,46.5,47.35,56.36,31.51
3585,37.55,40.02,49.46,25.19
4487,19.95,56.62,18.53,7.78
3377,17.99,43.5,36.67,18.37
1257,14.06,20.42,23.25,13.91
3513,19.99,67.19,22.57,7.33
1251,39.12,42.96,36.32,29.93
4808,24.7,50.42,35.84,7.8
4299,27.77,58.98,18.85,4.39
3285,27.35,54.37,33.35,11.02
2934,31.7,50.54,34.41,11.32
4176,22.79,33.77,21.29,7.22
1853,22.97,42.97,15.34,7.35
4870,31.34,59.36,37.05,10.87
2106,43.95,61.76,45.94,21.43
134,32.57,12.87,42.1,42.34
929,39.54,43.14,53.12,24.23
824,22.12,45.5,38.36,17.88
4544,36.93,49.26,36.52,21.01
1532,43.74,27.69,51.0,29.9
1215,24.11,7.05,43.24,23.0
505,40.69,69.01,37.83,13.58
4286,53.99,67.33,63.38,42.18
1997,21.72,67.98,20.76,1.0
3073,32.03,42.76,40.11,8.3
1959,16.84,55.14,13.09,1.0
1385,36.04,52.89,41.81,21.46
895,43.63,18.09,73.77,45.66
456,34.85,37.45,37.97,24.6
4880,33.22,53.89,46.35,21.37
3710,45.02,47.45,58.89,27.92
4619,31.63,51.71,47.06,22.56
4269,13.81,48.89,10.33,1.25
3523,39.2,48.89,52.88,24.28
4135,33.55,38.42,48.6,37.49
3603,35.22,41.37,48.89,27.63
714,27.77,37.83,25.79,12.63
4187,26.42,68.43,43.83,19.1
2215,34.23,66.5,26.8,13.0
2924,27.04,50.56,20.09,2.22
1811,20.09,46.72,26.32,1.48
3487,41.98,37.83,55.14,31.77
3142,33.52,36.21,60.29,32.38
1828,30.46,34.26,52.3,26.22
1156,37.05,44.51,37.96,30.97
1325,8.16,33.44,9.8,6.56
4313,25.07,44.24,19.16,12.52
511,26.84,42.31,43.86,27.11
1681,21.9,55.63,10.21,1.0
500,35.78,46.82,53.28,24.63
4537,36.62,55.36,34.92,19.71
1857,27.5,43.93,48.08,26.88
1389,39.75,36.08,52.61,37.52
3720,21.47,37.03,32.02,10.0
2387,22.4,33.78,23.47,10.96
3237,20.41,70.95,39.74,8.73
1541,32.14,43.54,45.52,26.17
1218,22.38,66.15,41.14,9.02
2682,33.75,49.41,42.59,18.0
2994,37.53,27.53,53.35,28.7
1192,23.41,53.59,36.36,11.48
1543,44.48,34.2,69.61,40.66
3302,21.98,30.67,17.19,14.9
3325,13.99,26.6,24.87,13.22
2540,46.05,38.68,74.45,45.23
954,36.37,47.86,38.07,17.55
4331,21.63,42.82,18.35,9.72
733,17.31,23.83,27.87,11.38
1157,25.96,9.99,53.97,35.69
3295,27.24,35.11,43.59,15.84
2983,23.67,60.61,30.42,14.98
2157,25.37,72.37,20.33,1.0
1063,35.29,52.82,38.01,19.66
2617,23.29,45.01,33.23,16.54
1168,24.25,38.84,36.34,12.92
3223,16.35,31.74,16.95,1.0
3637,28.4,59.99,44.34,17.12
2939,37.33,42.94,50.78,32.34
4492,26.74,37.21,41.33,23.33
3141,33.93,52.74,36.45,23.04
144,25.99,52.1,43.09,13.23
3578,22.46,53.48,37.62,14.22
2783,20.49,36.34,22.99,14.22
718,19.73,37.51,37.32,9.25
1820,14.87,48.34,18.38,1.0
2503,23.99,69.93,31.69,8.86
4361,28.11,36.84,24.97,13.76
4172,45.21,32.16,66.21,37.1
396,22.07,58.97,32.49,20.14
4837,22.88,34.26,29.66,12.19
4493,44.98,67.57,45.06,25.82
1366,31.01,24.41,37.14,22.05
4559,25.3,43.5,16.64,11.84
596,26.64,21.32,41.73,33.65
3953,40.45,54.72,34.65,12.05
2915,39.22,49.18,51.64,28.56
2327,27.96,42.0,34.98,13.81
3767,15.32,52.05,19.27,1.0
3441,33.48,39.22,36.71,18.56
3852,24.52,41.53,38.9,21.06
4133,42.89,35.57,59.7,25.17
4592,37.49,69.34,46.77,23.77
2144,29.35,58.55,45.31,22.84
1572,52.83,36.66,71.7,44.65
4080,29.73,33.02,49.18,43.96
1123,24.7,28.46,32.06,28.4
2787,31.4,48.33,27.1,11.83
2968,36.21,69.55,33.24,10.36
2505,36.92,39.73,56.99,33.27
3466,39.69,52.36,64.92,34.17
676,34.3,16.55,61.84,32.15
2809,22.65,63.53,36.18,2.89
3349,21.91,32.13,20.65,10.98
729,19.79,53.67,15.95,1.0
413,30.56,50.57,42.01,22.94
3147,25.01,55.9,39.42,8.97
1517,27.63,12.92,40.83,27.64
826,30.34,60.2,31.35,17.1
3268,36.24,58.76,40.42,13.79
3975,15.08,30.31,32.95,16.56
617,17.2,48.09,33.08,1.0
115,24.15,29.76,31.82,13.77
418,31.81,48.9,39.73,14.09
3070,35.77,34.07,48.26,29.82
1626,42.99,61.82,41.85,21.59
4951,16.09,39.48,42.56,26.25
4186,48.72,36.48,59.87,35.23
2897,26.68,45.52,36.95,18.55
4672,14.16,60.82,19.25,5.32
2083,35.24,35.66,45.8,34.83
754,12.0,30.49,19.67,1.97
2547,23.75,44.02,42.85,23.4
3970,28.06,53.65,27.73,20.09
3374,21.53,40.32,34.42,11.66
4108,22.1,47.52,32.34,14.35
2445,40.95,59.84,44.48,14.58
4381,24.9,37.67,30.97,14.11
1067,14.37,11.05,13.54,8.05
3914,15.38,55.87,1.0,1.0
3499,34.76,52.27,33.71,11.03
2739,14.92,52.14,32.9,12.21
4001,28.31,30.98,56.87,20.78
1569,33.71,40.91,55.42,34.5
2428,34.66,24.52,35.48,25.87
3747,31.52,35.19,38.06,22.07
4640,40.84,51.99,33.62,17.16
1688,10.33,42.33,28.87,15.05
852,18.78,52.59,25.33,13.45
3547,23.76,60.3,36.61,15.91
896,52.07,51.24,44.16,21.48
4593,27.77,45.44,20.82,17.07
336,43.08,50.45,64.06,37.26
2840,29.04,66.74,31.06,5.72
3088,35.04,11.63,54.78,44.54
1349,19.7,45.52,23.76,4.97
1016,13.03,51.46,14.76,5.07
2817,33.14,52.16,34.93,17.7
1632,37.92,45.38,70.37,36.52
2490,34.56,44.89,46.83,30.98
3731,24.84,71.2,34.32,25.08
3252,36.28,78.53,31.75,9.3
4635,34.01,59.23,45.37,17.33
2071,13.0,43.02,7.95,1.0
4453,51.99,42.81,68.88,42.66
4883,47.77,46.92,66.97,44.03
1636,35.61,51.75,53.72,31.01
2480,24.56,54.47,15.3,1.0
2266,27.91,24.22,22.14,8.51
2960,23.48,34.24,32.28,13.32
4732,13.36,70.27,1.0,1.0
3060,25.16,16.17,28.64,23.66
2142,11.0,31.06,22.87,5.27
3119,39.69,34.44,50.7,35.81
4726,18.85,53.4,11.95,1.0
4046,25.05,35.97,49.27,25.93
3357,35.12,27.01,40.32,20.11
2745,52.92,87.58,67.56,37.92
3507,15.34,34.98,20.7,3.85
1680,31.43,33.03,48.47,30.28
4250,35.35,33.77,51.94,28.52
3148,6.14,37.9,5.03,1.0
2295,6.08,50.95,5.97,1.2
581,24.5,56.73,41.92,20.57
1471,34.29,50.22,33.97,4.55
4071,17.28,33.78,35.81,15.83
3344,37.98,30.95,44.26,27.46
4584,21.31,44.19,24.68,7.26
3673,34.43,53.22,41.85,15.25
560,36.95,29.84,46.28,28.32
2850,26.08,60.36,28.37,1.71
513,23.22,52.64,22.93,5.81
1082,48.75,31.36,70.72,46.51
1665,33.8,45.61,44.66,26.9
1013,28.49,36.21,22.48,9.15
1932,37.27,16.56,70.27,36.66
1151,19.7,51.8,31.9,1.48
2839,27.32,60.68,23.01,1.0
117,33.78,64.61,24.11,12.37
741,32.62,43.99,40.41,26.03
4807,34.36,37.53,32.77,23.01
3676,16.48,58.08,22.42,1.0
831,40.13,58.4,44.73,13.59
120,36.5,58.64,41.28,23.04
4854,17.31,50.69,1.0,1.0
4739,15.59,71.83,7.27,2.59
636,20.37,26.24,36.54,23.24
4466,15.82,55.52,1.0,1.0
4365,53.79,51.32,54.78,37.6
4143,29.74,29.34,50.13,20.09
992,40.92,33.38,46.9,27.67
877,15.8,36.48,40.13,20.71
5,38.11,39.53,59.23,27.81
3052,38.86,36.34,55.72,27.44
3125,25.43,30.62,26.38,16.96
2661,38.12,43.06,67.6,38.47
2492,26.97,31.33,44.74,22.96
3855,38.81,44.71,56.03,23.08
1716,39.74,40.4,60.55,40.4
1149,11.02,26.05,18.75,1.32
3262,39.68,49.58,49.3,31.4
575,50.57,69.49,55.51,30.82
3770,55.31,34.57,81.61,53.95
3737,35.98,35.3,73.23,45.84
4147,14.22,37.31,26.43,13.51
854,30.86,49.11,44.14,16.1
1983,38.29,62.2,48.67,25.37
2775,24.02,66.52,23.21,11.68
1167,28.73,61.68,24.36,2.7
972,24.04,53.28,23.45,17.15
2702,31.35,35.21,52.32,34.52
4496,42.15,45.7,40.88,27.27
3848,40.66,39.58,37.9,22.67
2369,23.84,48.44,18.89,3.01
4116,14.02,48.01,3.25,1.0
4132,24.51,33.51,19.6,1.09
2951,23.79,54.94,29.62,6.55
525,19.49,33.41,23.39,10.56
2456,34.4,53.84,63.43,34.77
1842,23.96,60.9,37.4,21.22
538,37.18,56.75,22.31,14.79
2807,11.45,34.74,17.66,15.89
4342,24.59,32.19,28.56,10.49
3176,23.87,67.61,27.54,11.45
785,37.53,46.08,50.1,17.18
4058,43.1,49.13,53.4,23.38
1410,13.76,60.01,22.13,4.54
2538,29.92,18.28,43.76,32.39
155,21.22,63.22,30.16,12.36
3010,25.93,35.39,31.16,11.98
1687,31.38,47.0,42.1,23.75
2902,30.66,37.11,28.37,14.81
4950,34.92,50.72,38.63,18.49
3864,15.6,41.44,14.71,2.06
2734,33.94,33.06,51.48,19.71
1896,21.93,46.83,19.92,5.27
570,26.3,34.81,36.81,20.63
1817,16.77,47.98,15.28,6.93
2066,35.23,62.82,40.83,20.1
128,35.26,33.95,50.04,23.03
3395,39.52,39.57,58.85,39.99
3328,35.37,62.25,39.18,10.38
4987,40.8,57.82,59.58,28.22
2976,51.29,54.61,52.35,19.63
981,29.99,27.33,56.61,41.74
2301,37.59,35.97,52.48,32.66
191,19.13,49.65,11.66,1.0
1140,30.03,41.31,27.81,20.58
700,31.71,66.37,39.02,10.84
4781,35.92,60.86,34.5,12.36
607,21.45,76.45,33.62,4.26
4277,23.98,62.6,37.67,20.38
302,24.47,59.61,22.85,14.0
3421,29.4,49.27,46.3,23.06
4821,24.71,36.03,58.13,26.21
1061,26.7,51.79,22.73,1.65
2566,35.84,47.59,55.17,27.5
4995,30.93,33.79,45.74,26.31
1070,35.12,38.43,59.5,32.01
2525,22.96,48.35,15.44,14.89
2206,28.38,59.46,21.51,1.0
1244,21.43,50.67,23.21,4.35
17,32.28,58.06,28.09,13.12
3121,22.04,44.34,33.04,18.12
4643,35.67,65.6,32.47,15.11
816,39.49,44.89,66.12,30.2
3068,23.46,63.48,23.31,3.45
4785,24.87,37.03,39.26,25.8
960,22.22,8.99,43.02,21.02
226,27.79,28.84,33.25,17.38
3355,41.04,64.2,43.78,18.18
2486,43.58,39.5,70.88,43.75
563,47.32,39.6,66.31,39.13
3437,52.12,49.79,63.12,46.86
1694,34.32,36.46,51.97,34.63
1046,26.6,44.75,27.36,11.62
3447,24.28,57.88,26.22,5.99
4566,39.19,49.46,54.92,38.42
955,15.14,53.67,2.17,3.0
4986,20.85,53.68,38.1,19.65
2736,43.63,37.45,37.41,30.22
4904,16.86,44.6,24.4,14.24
4736,45.89,50.56,52.66,29.28
4824,28.95,25.74,36.89,25.0
1219,26.28,57.52,30.96,9.88
1528,37.49,37.65,58.95,37.1
3988,28.24,50.64,37.29,12.12
1301,25.49,55.33,20.57,8.25
4892,32.58,47.39,49.85,27.4
161,40.23,36.86,67.44,44.19
4068,39.78,37.35,66.41,41.6
957,25.06,44.43,32.14,12.36
3792,20.77,73.57,17.6,5.0
3235,57.94,62.92,60.59,42.62
2870,19.57,35.8,24.34,6.16
3778,26.78,47.72,39.26,18.15
4434,17.4,54.8,22.71,9.5
2962,33.52,47.44,39.28,17.88
2201,33.67,39.55,57.26,37.54
99,40.36,25.33,48.99,36.37
2558,21.98,43.82,45.25,26.82
3184,22.01,51.56,32.95,12.81
254,20.28,27.62,33.71,21.03
3924,25.86,27.9,49.24,23.64
4200,30.52,58.04,35.35,16.11
1446,27.4,51.45,33.88,16.84
1649,32.98,26.25,41.67,21.26
4683,27.59,54.11,30.46,9.7
4724,18.49,47.93,37.35,16.0
3992,20.0,72.09,24.28,6.84
1697,35.03,28.59,44.15,27.07
3192,27.52,37.42,35.23,19.34
4500,26.74,64.77,32.54,11.6
1155,25.69,54.2,52.59,23.9
2256,29.92,19.15,44.41,22.11
1683,34.85,32.4,55.0,34.77
3171,21.4,48.53,7.77,5.87
2057,20.7,15.65,21.6,18.91
4091,33.17,39.85,46.85,24.96
3109,29.02,62.04,39.28,20.1
4549,25.18,21.81,33.32,27.78
3724,32.8,35.67,49.66,23.12
2050,25.2,34.86,22.17,14.56
3644,26.98,33.71,38.66,11.41
4928,34.25,38.68,35.19,16.27
624,25.09,45.92,25.53,13.83
263,36.97,27.99,30.13,20.73
3370,38.12,48.43,55.77,28.21
4062,36.72,50.21,34.68,19.02
1803,22.45,51.17,22.48,8.88
4737,15.98,37.99,23.66,8.29
4993,26.66,34.44,26.09,15.14
2386,37.64,51.46,59.61,27.32
1960,15.63,42.19,15.88,5.96
2977,37.84,38.57,69.32,37.43
489,31.9,49.0,49.83,24.91
1844,16.22,48.99,26.12,12.21
1735,32.19,24.19,48.73,29.58
2912,16.65,35.25,7.11,8.61
3220,50.53,38.31,60.7,36.27
147,32.73,54.94,55.75,19.55
1987,51.29,35.07,81.37,52.14
1370,17.25,62.99,17.11,1.0
2812,27.49,73.3,22.53,2.62
660,13.02,47.2,1.0,1.0
1795,41.49,22.36,53.74,33.23
2512,21.37,35.53,42.52,21.06
3398,37.36,28.91,46.04,30.01
4283,38.35,63.89,41.15,11.48
1148,27.39,42.79,27.13,16.54
3273,20.28,41.47,11.34,4.58
609,46.0,50.62,45.55,28.95
3583,27.55,49.1,39.37,5.94
1931,24.2,24.28,24.36,20.83
198,35.17,38.77,48.72,28.77
2932,36.06,66.09,38.87,22.47
2328,18.77,46.02,3.91,1.0
4390,33.42,33.02,34.52,21.08
767,24.86,50.46,28.47,2.13
4497,40.86,53.66,43.21,23.85
4219,40.61,41.87,41.66,22.78
3256,22.26,68.04,16.51,2.71
203,31.23,34.22,43.9,25.07
3511,12.6,31.1,8.67,2.61
1734,16.6,60.87,35.03,14.33
2778,15.01,39.87,1.0,1.0
1708,17.33,48.37,25.95,7.9
3475,18.31,48.02,26.78,4.84
855,25.45,48.09,25.24,8.07
4738,4.88,33.53,1.0,1.0
4098,39.99,36.82,40.29,29.59
2161,37.39,35.98,62.65,37.61
699,27.47,59.69,9.25,1.0
4948,31.71,46.03,42.42,23.03
3000,16.54,46.85,20.28,1.0
3697,32.35,20.11,25.33,7.52
1637,25.07,63.36,32.72,2.43
3458,35.77,14.78,59.64,46.55
3582,25.76,34.11,39.53,20.07
1292,15.96,57.47,6.32,1.0
4660,52.65,61.27,64.52,45.37
1854,15.7,54.38,12.43,5.41
3764,21.78,63.01,15.87,3.58
3305,26.74,42.1,36.12,14.79
4913,45.85,34.14,71.27,36.96
3744,14.4,61.38,26.78,5.89
3446,25.73,75.31,31.83,17.59
1999,37.16,37.35,53.81,31.15
664,19.33,32.31,29.93,14.03
4780,36.31,61.82,53.95,34.45
3749,38.69,77.25,33.68,14.75
4414,28.2,59.38,31.43,20.01
4745,21.94,51.4,24.68,15.19
710,45.57,63.7,60.18,35.48
1283,2.03,63.31,1.0,1.0
2676,36.9,38.65,72.88,43.08
4030,31.62,49.6,33.76,10.61
1307,40.06,58.45,45.67,19.34
2238,31.0,42.56,32.94,17.38
3303,47.27,49.34,34.21,20.3
2039,18.11,60.89,34.54,6.71
1530,34.32,43.57,51.17,21.22
1664,46.4,19.11,52.16,37.47
4935,29.12,37.88,30.55,12.53
4954,27.33,52.27,31.38,13.81
3628,37.42,42.54,26.72,13.16
2694,49.24,57.62,67.12,38.22
3061,40.48,47.71,50.75,31.72
1598,18.12,72.31,22.25,3.03
2730,14.37,55.9,22.56,5.71
2626,31.61,67.2,19.62,14.35
3158,26.33,33.91,34.7,12.05
3315,32.83,47.26,49.85,32.89
1723,36.7,46.73,43.07,17.05
1060,26.19,30.72,35.3,19.94
4637,36.09,45.13,34.23,18.54
3243,47.02,39.15,37.03,28.18
1679,42.17,40.06,60.49,40.74
1758,24.02,36.45,27.61,12.69
4192,45.17,27.13,66.0,45.06
564,37.76,44.87,53.68,26.98
2791,38.85,42.9,55.78,33.94
864,29.35,27.51,46.03,27.19
1485,40.18,45.06,60.12,29.82
207,23.65,20.9,32.66,18.7
4489,31.06,52.05,46.05,24.7
871,34.71,64.07,39.52,21.73
4494,29.77,72.75,34.28,13.09
503,19.65,37.38,26.0,13.85
1029,34.09,55.98,35.31,22.02
3841,10.09,30.67,6.9,4.8
2691,18.65,39.8,35.24,14.9
1571,42.72,13.55,63.34,47.08
2774,20.52,31.53,23.61,23.05
2732,17.8,61.51,11.93,1.69
805,38.54,48.07,40.79,21.07
3646,31.61,41.07,39.61,22.37
2455,24.51,38.49,45.52,17.6
4599,20.97,33.04,32.85,10.61
3105,32.36,39.0,50.47,33.89
4876,24.37,41.37,54.41,22.93
201,20.98,26.39,36.03,18.58
3100,29.98,60.21,23.79,10.62
2279,6.34,60.57,5.05,1.0
3562,17.45,70.39,18.9,1.0
4475,26.87,34.61,40.86,24.46
4515,41.94,44.03,40.68,25.07
392,23.26,50.05,28.21,4.05
1496,51.43,50.1,64.42,35.14
2696,17.87,49.05,13.78,1.88
2028,47.11,27.64,71.21,54.27
2569,34.74,46.97,36.41,21.21
65,13.54,43.27,17.14,1.0
3885,25.82,58.14,39.54,19.11
2063,39.48,57.6,47.03,23.86
493,8.59,34.85,20.89,6.23
380,33.1,40.84,37.07,13.36
4860,29.0,37.62,35.85,26.1
3994,13.5,55.35,10.19,1.0
4888,53.28,33.3,84.03,47.96
1077,32.62,57.25,31.34,9.6
879,24.33,55.54,38.21,18.19
338,34.76,51.21,57.38,28.65
1017,30.53,62.23,18.76,4.36
1276,35.99,36.45,52.21,27.64
3799,54.35,20.88,87.66,60.14
4552,50.79,34.47,78.27,42.51
3343,40.77,24.51,50.42,36.67
4912,44.79,23.63,64.43,35.6
996,25.97,61.04,25.73,3.62
1982,32.7,54.12,39.23,20.25
4298,24.7,76.27,15.0,5.8
162,22.43,27.43,18.61,12.69
4799,27.21,45.13,19.77,1.82
1501,12.35,37.37,5.35,1.0
3844,36.71,46.14,33.85,27.76
2614,48.87,56.9,50.76,26.91
3462,27.74,23.71,48.93,20.51
1022,36.0,66.37,30.69,7.26
3074,34.64,50.42,44.11,16.75
3944,28.06,41.19,33.6,5.0
1586,37.34,10.16,49.59,35.93
1956,33.93,25.15,60.45,43.72
3153,37.58,31.74,45.49,18.38
35,30.52,40.36,48.19,24.3
4015,44.61,25.15,57.36,32.89
776,41.95,71.56,33.26,9.58
2557,36.36,54.53,62.39,30.89
1479,14.61,67.79,19.72,6.1
1364,45.84,34.2,60.15,32.2
2613,23.06,33.28,45.53,26.85
2825,18.73,13.97,24.83,15.92
2042,22.25,68.1,32.85,19.73
242,32.24,35.35,33.52,10.11
2062,32.55,38.79,30.84,27.22
2364,41.96,14.14,61.84,44.23
601,18.27,60.32,26.09,1.0
2436,40.63,38.65,56.14,39.19
2889,36.88,25.99,57.35,28.12
647,20.4,45.79,16.34,3.38
3891,23.11,35.14,41.89,21.8
3557,23.1,25.19,14.01,12.76
3203,21.61,35.78,23.82,10.2
1529,42.02,34.45,58.05,37.05
1268,44.23,47.4,58.06,26.82
